date,district_code,district,division,imd_actual_mm,imd_normal_mm,imd_departure_percent,source_report
2026-02-10,503,Koppal,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,504,Raichur,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,505,Bengaluru Rural,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,506,Bengaluru Urban,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,507,Ballari,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,508,Chamarajanagar,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,509,Chikkamagaluru,South Interior Karnataka,0.00,0.60,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,510,Chitradurga,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,511,Davangere,South Interior Karnataka,0.00,0.60,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,512,Hassan,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,513,Kodagu,South Interior Karnataka,0.00,0.40,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,514,Kolar,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,515,Mandya,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,516,Mysuru,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,517,Shivamogga,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,518,Tumakuru,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,639,Chikkaballapura,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,640,Ramanagara,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,641,Yadgir,North Interior Karnataka,0.00,0.40,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-10,719,Vijayanagara,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 10.02.2026.xls
2026-02-11,492,Dakshina Kannada,Coastal Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,493,Udupi,Coastal Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,494,Uttara Kannada,Coastal Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,495,Bagalkote,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,496,Belagavi,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,497,Bidar,North Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,498,Vijayapura,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,499,Dharwad,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,500,Gadag,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,501,Kalaburagi,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,502,Haveri,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,503,Koppal,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,504,Raichur,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,505,Bengaluru Rural,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,506,Bengaluru Urban,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,507,Ballari,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,508,Chamarajanagar,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,509,Chikkamagaluru,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,510,Chitradurga,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,511,Davangere,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,512,Hassan,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,513,Kodagu,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,514,Kolar,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,515,Mandya,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,516,Mysuru,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,517,Shivamogga,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,518,Tumakuru,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,639,Chikkaballapura,South Interior Karnataka,0.00,0.50,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,640,Ramanagara,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,641,Yadgir,North Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-11,719,Vijayanagara,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 11.02.2026.xls
2026-02-12,492,Dakshina Kannada,Coastal Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,493,Udupi,Coastal Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,494,Uttara Kannada,Coastal Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,495,Bagalkote,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,496,Belagavi,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,497,Bidar,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,498,Vijayapura,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,499,Dharwad,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,500,Gadag,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,501,Kalaburagi,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,502,Haveri,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,503,Koppal,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,504,Raichur,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,505,Bengaluru Rural,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,506,Bengaluru Urban,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,507,Ballari,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,508,Chamarajanagar,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,509,Chikkamagaluru,South Interior Karnataka,0.00,0.70,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,510,Chitradurga,South Interior Karnataka,0.00,0.60,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,511,Davangere,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,512,Hassan,South Interior Karnataka,0.00,0.60,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,513,Kodagu,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,514,Kolar,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,515,Mandya,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,516,Mysuru,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,517,Shivamogga,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,518,Tumakuru,South Interior Karnataka,0.00,0.40,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,639,Chikkaballapura,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,640,Ramanagara,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,641,Yadgir,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-12,719,Vijayanagara,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 12.02.2026.xls
2026-02-13,492,Dakshina Kannada,Coastal Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,493,Udupi,Coastal Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,494,Uttara Kannada,Coastal Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,495,Bagalkote,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,496,Belagavi,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,497,Bidar,North Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,498,Vijayapura,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,499,Dharwad,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,500,Gadag,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,501,Kalaburagi,North Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,502,Haveri,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,503,Koppal,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,504,Raichur,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,505,Bengaluru Rural,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,506,Bengaluru Urban,South Interior Karnataka,0.00,0.40,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,507,Ballari,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,508,Chamarajanagar,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,509,Chikkamagaluru,South Interior Karnataka,0.00,0.40,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,510,Chitradurga,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,511,Davangere,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,512,Hassan,South Interior Karnataka,0.00,0.40,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,513,Kodagu,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,514,Kolar,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,515,Mandya,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,516,Mysuru,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,517,Shivamogga,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,518,Tumakuru,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,639,Chikkaballapura,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,640,Ramanagara,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,641,Yadgir,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-13,719,Vijayanagara,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 13.02.2026.xls
2026-02-14,492,Dakshina Kannada,Coastal Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,493,Udupi,Coastal Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,494,Uttara Kannada,Coastal Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,495,Bagalkote,North Interior Karnataka,0.00,0.40,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,496,Belagavi,North Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,497,Bidar,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,498,Vijayapura,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,499,Dharwad,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,500,Gadag,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,501,Kalaburagi,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,502,Haveri,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,503,Koppal,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,504,Raichur,North Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,505,Bengaluru Rural,South Interior Karnataka,0.00,0.50,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,506,Bengaluru Urban,South Interior Karnataka,0.00,0.40,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,507,Ballari,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,508,Chamarajanagar,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,509,Chikkamagaluru,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,510,Chitradurga,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,511,Davangere,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,512,Hassan,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,513,Kodagu,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,514,Kolar,South Interior Karnataka,0.00,0.50,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,515,Mandya,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,516,Mysuru,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,517,Shivamogga,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,518,Tumakuru,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,639,Chikkaballapura,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,640,Ramanagara,South Interior Karnataka,0.00,0.60,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,641,Yadgir,North Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-14,719,Vijayanagara,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 14.02.2026.xls
2026-02-15,492,Dakshina Kannada,Coastal Karnataka,0.00,0.50,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,493,Udupi,Coastal Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,494,Uttara Kannada,Coastal Karnataka,0.00,,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,495,Bagalkote,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,496,Belagavi,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,497,Bidar,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,498,Vijayapura,North Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,499,Dharwad,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,500,Gadag,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,501,Kalaburagi,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,502,Haveri,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,503,Koppal,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,504,Raichur,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,505,Bengaluru Rural,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,506,Bengaluru Urban,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,507,Ballari,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,508,Chamarajanagar,South Interior Karnataka,0.00,0.30,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,509,Chikkamagaluru,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,510,Chitradurga,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,511,Davangere,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,512,Hassan,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,513,Kodagu,South Interior Karnataka,0.00,0.40,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,514,Kolar,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,515,Mandya,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,516,Mysuru,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,517,Shivamogga,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,518,Tumakuru,South Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,639,Chikkaballapura,South Interior Karnataka,0.00,0.20,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,640,Ramanagara,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,641,Yadgir,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-15,719,Vijayanagara,South Interior Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 15.02.2026.xls
2026-02-16,492,Dakshina Kannada,Coastal Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 16.02.2026.xls
2026-02-16,493,Udupi,Coastal Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 16.02.2026.xls
2026-02-16,494,Uttara Kannada,Coastal Karnataka,0.00,0.10,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 16.02.2026.xls
2026-02-16,495,Bagalkote,North Interior Karnataka,0.00,0.00,-100.00,2026/DAILY CUM STATISTICS_FEB 2026/daily dated 16.02.2026.xls
